"Technology","Age","CustomerSince","SupportCallsLastYear","AverageBill","ChurnIndicator"
"phone",60,2013-10-17 22:27:16,1,91,0.006
"fiber",6,2013-10-06 22:27:16,5,50,0.066
"phone",66,2014-02-04 23:27:16,1,34,0.014
"landline",43,2015-02-02 23:27:16,6,105,0.004
"4G",50,2012-09-15 22:27:16,0,15,0.041
"phone",16,2015-02-20 23:27:16,1,56,0.004
"fiber",52,2015-03-11 23:27:16,0,35,0.005
"fiber",57,2014-07-19 22:27:16,0,81,0.004
"phone",25,2011-02-10 23:27:16,0,54,0.011
"phone",8,2012-09-12 22:27:16,0,98,0.004
"4G",61,2011-09-06 22:27:16,8,40,0.182
"fiber",28,2012-09-28 22:27:16,0,79,0.01
"phone",60,2011-05-21 22:27:16,4,31,0.093
"4G",57,2011-03-22 23:27:16,5,23,0.234
"phone",2,2014-05-31 22:27:16,0,59,0.003
"4G",31,2013-02-04 23:27:16,0,55,0.01
"landline",47,2010-10-28 22:27:16,5,58,0.033
"4G",51,2014-06-26 22:27:16,5,49,0.034
"phone",36,2012-03-10 23:27:16,3,24,0.079
"4G",4,2015-06-04 22:27:16,1,91,0.002
"phone",59,2010-07-26 22:27:16,3,62,0.044
"fiber",15,2014-08-23 22:27:16,0,79,0.004
"phone",4,2014-01-13 23:27:16,1,16,0.03
"landline",48,2015-05-22 22:27:16,0,29,0.001
"fiber",37,2012-08-10 22:27:16,2,71,0.036
"landline",49,2013-08-15 22:27:16,5,14,0.063
"landline",51,2014-08-11 22:27:16,0,76,0.001
"landline",13,2010-11-04 23:27:16,3,71,0.018
"fiber",37,2013-04-25 22:27:16,0,45,0.015
"phone",12,2010-12-10 23:27:16,6,99,0.045
"landline",50,2014-04-08 22:27:16,2,50,0.006
"phone",74,2011-01-03 23:27:16,8,71,0.079
"4G",40,2011-04-29 22:27:16,1,83,0.021
"fiber",56,2015-06-28 22:27:16,0,87,0.001
"4G",4,2013-06-05 22:27:16,0,59,0.008
"phone",30,2015-03-14 23:27:16,2,93,0.003
"4G",2,2012-04-07 22:27:16,0,52,0.013
"4G",32,2013-10-25 22:27:16,0,89,0.005
"phone",33,2014-11-11 23:27:16,1,51,0.005
"fiber",70,2010-07-06 22:27:16,6,57,0.169
"phone",79,2015-09-30 22:27:16,1,69,0.001
"4G",60,2012-07-18 22:27:16,0,47,0.014
"4G",35,2014-10-01 22:27:16,1,41,0.011
"4G",69,2012-11-10 23:27:16,0,99,0.006
"landline",7,2012-08-09 22:27:16,3,24,0.035
"fiber",2,2012-11-26 23:27:16,0,105,0.007
"4G",73,2012-03-30 22:27:16,0,94,0.007
"4G",1,2011-12-17 23:27:16,7,83,0.073
"4G",43,2010-09-07 22:27:16,0,110,0.009
"landline",18,2011-06-17 22:27:16,0,107,0.003
"fiber",69,2015-11-08 23:27:16,2,66,0.001
"4G",0,2015-01-08 23:27:16,0,35,0.005
"phone",56,2013-11-23 23:27:16,0,90,0.003
"landline",33,2015-09-24 22:27:16,2,77,0.001
"4G",21,2015-10-25 23:27:16,0,12,0.002
"phone",37,2014-07-08 22:27:16,0,44,0.004
"landline",26,2010-07-21 22:27:16,1,19,0.036
"phone",1,2013-11-30 23:27:16,9,42,0.061
"4G",80,2015-03-14 23:27:16,2,50,0.009
"fiber",3,2014-02-13 23:27:16,2,33,0.042
"4G",14,2011-12-31 23:27:16,0,47,0.016
"landline",29,2010-06-24 22:27:16,5,22,0.094
"phone",7,2012-03-01 23:27:16,4,73,0.033
"phone",10,2012-08-27 22:27:16,0,44,0.009
"phone",66,2014-10-13 22:27:16,1,66,0.004
"landline",36,2011-01-01 23:27:16,0,99,0.003
"4G",8,2013-11-27 23:27:16,7,21,0.148
"phone",2,2013-12-08 23:27:16,1,80,0.006
"phone",20,2014-03-20 23:27:16,2,86,0.008
"phone",29,2010-07-24 22:27:16,6,50,0.095
"phone",1,2015-08-16 22:27:16,0,103,0.0
"4G",64,2014-03-10 23:27:16,0,15,0.022
"4G",15,2012-03-23 23:27:16,1,67,0.021
"phone",13,2015-01-15 23:27:16,0,20,0.006
"4G",78,2011-09-14 22:27:16,0,70,0.011
"fiber",51,2014-10-01 22:27:16,0,17,0.018
"fiber",64,2013-03-10 23:27:16,4,73,0.048
"4G",56,2010-11-28 23:27:16,0,60,0.016
"phone",14,2010-09-24 22:27:16,1,35,0.038
"4G",8,2015-02-10 23:27:16,4,89,0.009
"phone",68,2010-12-20 23:27:16,3,77,0.033
"landline",24,2011-07-11 22:27:16,0,89,0.003
"landline",15,2015-06-17 22:27:16,1,67,0.001
"4G",59,2014-11-21 23:27:16,1,77,0.005
"fiber",23,2012-12-27 23:27:16,0,109,0.007
"fiber",2,2014-09-10 22:27:16,3,50,0.025
"landline",76,2010-12-22 23:27:16,2,82,0.011
"phone",7,2014-02-22 23:27:16,1,15,0.03
"phone",65,2012-10-08 22:27:16,1,54,0.015
"phone",12,2014-04-29 22:27:16,2,72,0.009
"phone",12,2011-04-15 22:27:16,0,109,0.005
"4G",48,2015-07-31 22:27:16,1,15,0.009
"phone",15,2014-06-22 22:27:16,0,77,0.002
"phone",12,2010-08-11 22:27:16,9,78,0.086
"4G",60,2011-01-02 23:27:16,0,106,0.009
"phone",74,2015-09-13 22:27:16,0,27,0.001
"phone",6,2011-07-21 22:27:16,8,20,0.25
"landline",65,2012-09-10 22:27:16,0,37,0.006
"phone",29,2015-07-10 22:27:16,0,108,0.001
"4G",12,2014-04-28 22:27:16,6,13,0.166
"4G",77,2012-05-03 22:27:16,0,94,0.007
"landline",15,2014-02-19 23:27:16,9,82,0.014
"fiber",67,2015-08-18 22:27:16,5,61,0.008
"landline",50,2015-03-11 23:27:16,6,37,0.009
"4G",20,2010-07-18 22:27:16,1,35,0.059
"4G",64,2015-05-26 22:27:16,0,22,0.005
"4G",60,2013-09-16 22:27:16,1,34,0.025
"4G",77,2012-01-29 23:27:16,7,60,0.098
"4G",61,2013-07-05 22:27:16,3,88,0.021
"fiber",11,2012-11-08 23:27:16,7,51,0.123
"fiber",62,2010-09-24 22:27:16,3,31,0.17
"landline",54,2013-10-27 23:27:16,4,30,0.022
"phone",51,2010-12-05 23:27:16,1,92,0.014
"4G",54,2013-05-13 22:27:16,0,105,0.005
"4G",63,2012-03-17 23:27:16,0,95,0.007
"phone",78,2011-07-26 22:27:16,7,11,0.403
"phone",53,2014-01-19 23:27:16,1,25,0.019
"4G",30,2011-09-16 22:27:16,0,56,0.014
"4G",62,2012-01-20 23:27:16,0,59,0.013
"4G",43,2014-04-10 22:27:16,0,45,0.007
"phone",1,2010-07-26 22:27:16,0,26,0.026
"fiber",23,2011-08-14 22:27:16,1,17,0.129
"4G",28,2011-12-26 23:27:16,0,42,0.018
"4G",26,2013-05-10 22:27:16,6,76,0.045
"4G",21,2013-02-25 23:27:16,2,75,0.021
"fiber",32,2015-05-10 22:27:16,0,15,0.01
"landline",25,2012-05-20 22:27:16,0,108,0.002
"phone",53,2012-01-25 23:27:16,5,41,0.072
"4G",34,2013-11-20 23:27:16,1,41,0.019
"phone",80,2015-05-05 22:27:16,2,18,0.013
"4G",58,2015-10-15 22:27:16,0,94,0.0
"fiber",14,2014-03-01 23:27:16,10,36,0.138
"4G",5,2010-09-03 22:27:16,10,18,0.611
"phone",48,2015-03-16 23:27:16,8,80,0.011
"fiber",29,2010-12-25 23:27:16,2,58,0.065
"phone",14,2011-09-25 22:27:16,2,71,0.023
"phone",22,2013-09-25 22:27:16,1,99,0.006
"landline",63,2013-01-26 23:27:16,2,69,0.008
"landline",47,2014-03-14 23:27:16,2,16,0.021
"landline",1,2013-06-14 22:27:16,6,75,0.015
"phone",18,2013-01-24 23:27:16,5,36,0.061
"4G",36,2014-04-12 22:27:16,1,12,0.053
"fiber",19,2011-07-05 22:27:16,9,67,0.167
"4G",0,2011-04-06 22:27:16,0,85,0.01
"phone",50,2015-02-01 23:27:16,0,55,0.002
"phone",22,2010-08-16 22:27:16,0,57,0.012
"phone",36,2015-11-12 23:27:16,2,71,0.0
"landline",12,2013-03-23 23:27:16,1,85,0.004
"phone",37,2014-04-13 22:27:16,0,37,0.006
"4G",9,2014-07-07 22:27:16,3,77,0.014
"landline",20,2013-08-30 22:27:16,0,37,0.004
"phone",32,2013-11-02 23:27:16,0,90,0.003
"phone",60,2012-04-29 22:27:16,1,32,0.029
"landline",4,2015-07-02 22:27:16,0,108,0.0
"4G",22,2013-07-05 22:27:16,0,15,0.031
"landline",10,2011-11-11 23:27:16,6,35,0.052
"4G",72,2012-02-10 23:27:16,0,88,0.008
"phone",26,2014-01-04 23:27:16,0,45,0.005
"phone",65,2014-03-20 23:27:16,0,22,0.01
"fiber",39,2013-05-14 22:27:16,0,98,0.007
"4G",30,2013-02-27 23:27:16,1,69,0.015
"4G",3,2012-02-25 23:27:16,6,106,0.048
"fiber",72,2011-12-16 23:27:16,0,80,0.013
"phone",3,2015-08-18 22:27:16,0,80,0.001
"fiber",14,2014-03-11 23:27:16,1,27,0.033
"fiber",18,2012-03-15 23:27:16,0,59,0.016
"4G",73,2013-01-12 23:27:16,1,29,0.038
"4G",47,2010-12-06 23:27:16,0,106,0.009
"4G",14,2010-09-19 22:27:16,3,33,0.12
"landline",52,2011-11-26 23:27:16,1,53,0.01
"4G",27,2013-03-16 23:27:16,0,91,0.006
"4G",33,2011-12-16 23:27:16,1,104,0.015
"phone",77,2011-03-01 23:27:16,1,48,0.025
"fiber",38,2012-12-30 23:27:16,6,28,0.186
"phone",10,2013-09-03 22:27:16,0,67,0.004
"4G",37,2011-09-16 22:27:16,1,76,0.021
"4G",41,2012-08-06 22:27:16,8,77,0.074
"phone",42,2015-02-05 23:27:16,1,39,0.006
"landline",58,2014-03-24 23:27:16,0,73,0.001
"landline",14,2015-10-09 22:27:16,1,23,0.001
"4G",15,2011-02-09 23:27:16,0,48,0.019
"4G",57,2013-07-15 22:27:16,1,24,0.038
"4G",15,2014-08-19 22:27:16,1,95,0.005
"4G",31,2015-05-02 22:27:16,0,108,0.001
"phone",31,2014-12-28 23:27:16,0,96,0.001
"phone",11,2012-07-30 22:27:16,0,55,0.008
"phone",60,2011-02-05 23:27:16,0,39,0.016
"landline",4,2010-08-19 22:27:16,4,39,0.043
"phone",38,2014-03-23 23:27:16,0,41,0.005
"4G",34,2013-06-06 22:27:16,2,67,0.021
"landline",31,2010-11-03 23:27:16,2,30,0.032
"4G",39,2015-02-12 23:27:16,7,29,0.044
"4G",74,2015-10-16 22:27:16,0,23,0.001
"phone",2,2014-04-24 22:27:16,3,22,0.038
"4G",11,2014-03-22 23:27:16,0,102,0.003
"phone",48,2012-06-02 22:27:16,5,64,0.042
"fiber",67,2014-03-14 23:27:16,0,54,0.008
"phone",72,2013-06-30 22:27:16,5,32,0.058
"4G",9,2013-04-23 22:27:16,0,22,0.023
"phone",56,2011-08-25 22:27:16,0,62,0.009
"4G",57,2012-11-25 23:27:16,1,52,0.022
"4G",9,2015-09-29 22:27:16,0,65,0.001
"fiber",53,2011-02-23 23:27:16,4,97,0.063
"fiber",27,2014-09-29 22:27:16,2,109,0.008
"fiber",14,2015-11-23 23:27:16,1,40,0.001
"phone",24,2013-05-11 22:27:16,3,47,0.028
"phone",66,2013-10-12 22:27:16,2,26,0.032
"landline",27,2014-05-30 22:27:16,0,90,0.001
"phone",40,2014-01-18 23:27:16,1,99,0.005
"phone",50,2013-09-23 22:27:16,5,31,0.054
"4G",54,2011-08-01 22:27:16,1,60,0.028
"phone",12,2013-05-19 22:27:16,0,69,0.005
"4G",16,2014-09-09 22:27:16,0,26,0.009
"phone",33,2014-03-18 23:27:16,9,104,0.021
"landline",52,2014-01-21 23:27:16,0,19,0.006
"landline",65,2015-10-30 23:27:16,1,99,0.0
"phone",6,2011-09-28 22:27:16,0,78,0.007
"phone",75,2012-02-04 23:27:16,0,59,0.008
"fiber",38,2011-03-06 23:27:16,4,95,0.063
"phone",32,2014-02-23 23:27:16,1,81,0.006
"fiber",77,2013-04-14 22:27:16,0,19,0.035
"4G",67,2014-08-20 22:27:16,3,24,0.042
"phone",7,2012-11-11 23:27:16,1,13,0.06
"landline",69,2014-09-20 22:27:16,0,26,0.003
"phone",41,2015-01-11 23:27:16,9,39,0.03
"landline",25,2010-09-07 22:27:16,0,98,0.003
"landline",4,2013-05-03 22:27:16,0,40,0.004
"phone",69,2011-06-02 22:27:16,5,14,0.245
"fiber",39,2015-02-01 23:27:16,0,32,0.007
"4G",29,2014-06-11 22:27:16,0,14,0.02
"4G",71,2011-07-05 22:27:16,1,91,0.018
"phone",1,2011-04-23 22:27:16,3,44,0.053
"4G",38,2014-06-15 22:27:16,6,14,0.142
"phone",43,2013-08-25 22:27:16,0,18,0.016
"landline",58,2011-04-01 22:27:16,0,34,0.009
"4G",55,2012-07-25 22:27:16,0,55,0.012
"phone",33,2014-04-08 22:27:16,2,62,0.01
"landline",57,2011-07-31 22:27:16,10,33,0.092
"fiber",75,2013-06-05 22:27:16,0,71,0.009
"landline",14,2012-02-12 23:27:16,7,78,0.025
"phone",29,2011-07-20 22:27:16,0,53,0.01
"phone",74,2012-06-25 22:27:16,2,22,0.06
"phone",45,2013-10-25 22:27:16,0,73,0.004
"phone",12,2011-03-09 23:27:16,0,22,0.027
"phone",35,2012-06-26 22:27:16,3,25,0.07
"fiber",64,2013-10-23 22:27:16,8,79,0.062
"fiber",51,2014-09-23 22:27:16,0,27,0.011
"4G",25,2013-11-07 23:27:16,7,47,0.068
"phone",65,2012-08-24 22:27:16,2,81,0.015
"phone",24,2015-12-10 23:27:16,0,17,0.0
"landline",62,2012-10-20 22:27:16,8,65,0.028
"fiber",16,2011-09-23 22:27:16,0,104,0.01
"4G",10,2014-01-29 23:27:16,7,70,0.041
"4G",71,2015-07-12 22:27:16,0,105,0.001
"4G",45,2011-11-21 23:27:16,0,62,0.012
"fiber",60,2015-10-28 23:27:16,1,30,0.002
"phone",14,2014-02-28 23:27:16,2,73,0.009
"phone",79,2014-10-06 22:27:16,8,83,0.016
"phone",37,2015-05-31 22:27:16,0,35,0.002
"phone",69,2015-07-22 22:27:16,0,57,0.001
"fiber",60,2011-08-20 22:27:16,0,41,0.027
"phone",37,2015-02-06 23:27:16,10,83,0.014
"4G",56,2013-10-14 22:27:16,5,108,0.023
"phone",6,2011-11-20 23:27:16,5,78,0.039
"phone",55,2013-09-15 22:27:16,1,20,0.028
"phone",46,2011-02-21 23:27:16,6,60,0.071
"fiber",32,2013-05-12 22:27:16,0,73,0.009
"4G",39,2013-12-25 23:27:16,0,45,0.008
"phone",66,2013-02-06 23:27:16,0,100,0.004
"4G",31,2014-01-16 23:27:16,7,91,0.032
"phone",45,2011-02-24 23:27:16,2,40,0.045
"phone",74,2011-03-01 23:27:16,0,94,0.006
"4G",77,2014-08-30 22:27:16,0,70,0.003
"phone",8,2014-01-12 23:27:16,0,60,0.004
"phone",64,2010-10-05 22:27:16,0,91,0.007
"phone",24,2011-03-27 22:27:16,0,12,0.05
"phone",38,2013-04-13 22:27:16,2,74,0.014
"landline",25,2013-09-07 22:27:16,0,49,0.003
"phone",37,2012-01-03 23:27:16,0,98,0.005
"landline",0,2012-08-07 22:27:16,0,35,0.006
"fiber",3,2015-10-09 22:27:16,1,33,0.003
"4G",80,2015-09-18 22:27:16,1,27,0.003
"fiber",45,2011-01-03 23:27:16,0,105,0.012
"4G",29,2011-11-13 23:27:16,0,57,0.014
"phone",22,2013-10-31 23:27:16,0,80,0.003
"4G",19,2010-12-07 23:27:16,0,24,0.04
"fiber",30,2011-11-12 23:27:16,0,76,0.014
"landline",41,2014-09-20 22:27:16,0,74,0.001
"phone",21,2011-03-05 23:27:16,0,74,0.008
"phone",14,2014-08-24 22:27:16,5,26,0.038
"4G",24,2012-02-24 23:27:16,8,18,0.36
"landline",0,2015-06-03 22:27:16,0,81,0.0
"4G",45,2014-11-21 23:27:16,7,54,0.03
"phone",50,2011-12-13 23:27:16,8,14,0.325
"4G",40,2014-12-22 23:27:16,5,64,0.017
"fiber",76,2012-06-10 22:27:16,0,54,0.016
"4G",63,2013-11-24 23:27:16,0,89,0.004
"4G",39,2011-07-26 22:27:16,1,56,0.03
"4G",17,2015-01-14 23:27:16,4,104,0.008
"fiber",73,2015-08-08 22:27:16,0,76,0.001
"landline",33,2014-07-24 22:27:16,2,97,0.003
"landline",31,2014-09-07 22:27:16,6,72,0.008
"phone",22,2014-06-03 22:27:16,0,103,0.002
"landline",79,2015-11-23 23:27:16,5,14,0.002
"phone",76,2010-12-21 23:27:16,3,64,0.039
"fiber",20,2015-11-27 23:27:16,0,105,0.0
"phone",9,2011-11-21 23:27:16,0,62,0.008
"phone",34,2014-04-20 22:27:16,8,100,0.019
"fiber",29,2013-09-21 22:27:16,0,43,0.013
"phone",32,2013-03-25 23:27:16,0,23,0.015
"phone",38,2011-02-06 23:27:16,9,105,0.058
"fiber",38,2014-04-01 22:27:16,3,70,0.025
"landline",21,2014-12-11 23:27:16,3,96,0.003
"4G",0,2015-05-24 22:27:16,1,61,0.003
"phone",20,2012-12-15 23:27:16,4,12,0.158
"phone",49,2015-06-08 22:27:16,0,46,0.001
"phone",3,2013-08-15 22:27:16,8,41,0.065
"phone",65,2011-05-24 22:27:16,1,71,0.016
"landline",4,2012-01-31 23:27:16,0,39,0.006
"fiber",20,2013-07-03 22:27:16,4,67,0.046
"4G",72,2012-02-19 23:27:16,0,94,0.008
"4G",72,2011-08-04 22:27:16,2,73,0.034
"landline",21,2010-10-05 22:27:16,0,72,0.005
"phone",51,2013-08-18 22:27:16,0,95,0.003
"fiber",38,2015-05-25 22:27:16,0,109,0.001
"phone",40,2011-06-13 22:27:16,1,32,0.036
"phone",34,2015-10-20 22:27:16,0,50,0.0
"phone",54,2012-04-03 22:27:16,0,39,0.012
"4G",44,2011-03-02 23:27:16,0,53,0.017
"4G",55,2015-02-13 23:27:16,7,33,0.038
"landline",60,2015-06-21 22:27:16,2,109,0.001
"4G",30,2013-09-04 22:27:16,6,46,0.066
"phone",48,2011-05-16 22:27:16,0,60,0.01
"4G",11,2012-09-01 22:27:16,0,23,0.027
"4G",20,2012-03-27 22:27:16,2,31,0.068
"4G",37,2011-08-02 22:27:16,2,22,0.113
"fiber",75,2015-11-14 23:27:16,0,101,0.0
"4G",24,2012-02-05 23:27:16,1,83,0.018
"landline",19,2012-05-25 22:27:16,0,79,0.003
"fiber",27,2015-12-04 23:27:16,1,89,0.0
"4G",1,2011-02-19 23:27:16,9,30,0.304
"landline",64,2014-08-05 22:27:16,8,24,0.032
"landline",45,2010-10-31 23:27:16,1,35,0.018
"phone",56,2013-07-01 22:27:16,0,46,0.007
"phone",3,2013-12-21 23:27:16,0,88,0.003
"fiber",68,2012-11-30 23:27:16,0,43,0.018
"4G",21,2010-09-18 22:27:16,0,105,0.009
"4G",41,2011-09-07 22:27:16,0,27,0.03
"4G",49,2012-10-28 23:27:16,1,97,0.012
"4G",75,2014-05-16 22:27:16,1,17,0.035
"landline",11,2012-01-05 23:27:16,2,14,0.053
"fiber",37,2014-08-07 22:27:16,1,15,0.046
"fiber",59,2010-12-17 23:27:16,0,25,0.05
"4G",47,2011-11-26 23:27:16,3,107,0.029
"fiber",51,2012-08-17 22:27:16,0,62,0.014
"landline",68,2013-11-10 23:27:16,0,100,0.001
"phone",16,2013-08-27 22:27:16,0,102,0.003
"4G",35,2015-11-10 23:27:16,0,11,0.002
"phone",69,2013-05-07 22:27:16,2,101,0.01
"landline",0,2015-09-11 22:27:16,0,19,0.001
"landline",46,2014-02-13 23:27:16,1,96,0.002
"4G",34,2010-12-03 23:27:16,0,109,0.009
"fiber",8,2014-05-01 22:27:16,0,18,0.023
"4G",1,2010-07-07 22:27:16,0,107,0.01
"phone",11,2012-11-14 23:27:16,1,44,0.018
"fiber",28,2014-03-26 23:27:16,0,68,0.006
"landline",18,2011-03-22 23:27:16,0,35,0.009
"fiber",76,2012-01-11 23:27:16,1,50,0.04
"4G",64,2015-05-15 22:27:16,9,33,0.033
"phone",8,2015-06-02 22:27:16,8,57,0.011
"4G",7,2012-03-29 22:27:16,4,105,0.033
"landline",45,2011-01-09 23:27:16,5,92,0.02
"phone",61,2010-11-10 23:27:16,0,74,0.009
"phone",22,2010-09-08 22:27:16,1,93,0.014
"fiber",48,2014-03-23 23:27:16,3,105,0.017
"phone",20,2015-08-05 22:27:16,2,19,0.007
"fiber",54,2014-09-18 22:27:16,0,107,0.003
"4G",4,2012-08-04 22:27:16,1,91,0.014
"phone",20,2015-09-17 22:27:16,5,87,0.002
"4G",65,2013-10-20 22:27:16,3,107,0.015
"landline",24,2012-09-30 22:27:16,2,16,0.038
"phone",46,2014-12-01 23:27:16,0,42,0.003
"landline",40,2015-06-06 22:27:16,0,95,0.0
"4G",48,2015-01-05 23:27:16,1,30,0.012
"phone",34,2015-04-06 22:27:16,0,103,0.001
"4G",53,2012-10-09 22:27:16,2,32,0.056
"fiber",35,2012-12-18 23:27:16,0,18,0.042
"landline",7,2011-07-01 22:27:16,8,79,0.032
"4G",76,2010-10-23 22:27:16,4,102,0.048
"phone",54,2011-03-02 23:27:16,6,39,0.108
"4G",43,2014-08-22 22:27:16,1,77,0.006
"phone",47,2011-11-26 23:27:16,1,107,0.01
"fiber",76,2015-11-25 23:27:16,2,74,0.001
"4G",26,2015-01-27 23:27:16,0,33,0.005
"phone",51,2015-09-19 22:27:16,4,43,0.003
"phone",55,2011-01-01 23:27:16,1,44,0.028
"phone",17,2015-02-24 23:27:16,5,62,0.01
"4G",39,2015-09-15 22:27:16,0,72,0.001
"4G",77,2014-10-19 22:27:16,0,65,0.003
"phone",65,2014-05-26 22:27:16,0,76,0.003
"fiber",35,2011-12-12 23:27:16,0,77,0.013
"4G",27,2014-07-11 22:27:16,8,92,0.026
"fiber",3,2012-11-16 23:27:16,8,92,0.076
"4G",64,2010-07-15 22:27:16,0,10,0.103
"phone",56,2015-11-13 23:27:16,1,73,0.0
"4G",49,2013-10-21 22:27:16,5,104,0.023
"landline",65,2015-07-22 22:27:16,1,53,0.001
"phone",20,2014-10-09 22:27:16,1,18,0.017
"landline",9,2014-10-10 22:27:16,2,16,0.014
"phone",3,2014-08-09 22:27:16,2,32,0.016
"phone",49,2013-09-06 22:27:16,1,22,0.026
"4G",6,2011-08-30 22:27:16,2,88,0.028
"landline",49,2012-01-18 23:27:16,0,84,0.003
"4G",66,2014-08-03 22:27:16,2,93,0.008
"landline",15,2011-11-01 23:27:16,0,63,0.004
"fiber",60,2013-12-22 23:27:16,0,59,0.008
"phone",49,2014-03-11 23:27:16,0,91,0.002
"landline",44,2014-07-26 22:27:16,7,28,0.025
"phone",38,2010-12-25 23:27:16,0,82,0.008
"landline",69,2010-09-17 22:27:16,4,91,0.018
"phone",4,2014-04-03 22:27:16,0,52,0.004
"4G",21,2012-05-24 22:27:16,0,32,0.021
"phone",69,2012-09-06 22:27:16,5,17,0.146
"4G",40,2013-12-08 23:27:16,2,32,0.036
"fiber",9,2012-10-22 22:27:16,0,28,0.028
"fiber",20,2012-11-21 23:27:16,2,38,0.061
"landline",19,2015-09-02 22:27:16,2,42,0.001
"phone",53,2013-10-09 22:27:16,2,29,0.028
"4G",39,2011-05-26 22:27:16,0,43,0.02
"fiber",53,2015-04-14 22:27:16,0,78,0.002
"fiber",1,2011-12-21 23:27:16,1,18,0.112
"landline",32,2015-01-26 23:27:16,0,64,0.001
"4G",18,2013-07-17 22:27:16,0,67,0.007
"4G",26,2015-02-16 23:27:16,1,17,0.018
"4G",10,2015-04-30 22:27:16,0,96,0.001
"phone",60,2014-05-29 22:27:16,2,41,0.014
"4G",31,2010-11-14 23:27:16,2,23,0.125
"4G",41,2014-12-12 23:27:16,8,70,0.024
"4G",62,2013-03-06 23:27:16,1,95,0.011
"fiber",33,2015-03-03 23:27:16,1,71,0.006
"fiber",75,2013-05-02 22:27:16,0,98,0.007
"4G",24,2015-05-03 22:27:16,7,29,0.032
"landline",26,2012-03-26 22:27:16,2,41,0.017
"landline",16,2014-09-21 22:27:16,0,95,0.001
"fiber",6,2013-07-05 22:27:16,1,37,0.033
"phone",67,2013-07-11 22:27:16,0,44,0.007
"phone",17,2014-12-17 23:27:16,1,85,0.003
"phone",71,2014-10-11 22:27:16,8,31,0.043
"4G",31,2011-06-19 22:27:16,1,36,0.047
"phone",58,2013-12-27 23:27:16,3,44,0.023
"phone",28,2011-08-12 22:27:16,0,69,0.008
"4G",15,2015-11-14 23:27:16,0,86,0.0
"landline",21,2015-11-04 23:27:16,1,79,0.0
"4G",38,2014-01-20 23:27:16,1,80,0.009
"landline",18,2011-10-28 22:27:16,3,52,0.02
"phone",17,2013-12-17 23:27:16,0,82,0.003
"landline",57,2013-08-19 22:27:16,9,12,0.122
"phone",78,2012-04-29 22:27:16,0,94,0.005
"landline",13,2015-05-31 22:27:16,0,67,0.001
"phone",72,2015-12-03 23:27:16,8,93,0.0
"fiber",54,2012-08-14 22:27:16,0,38,0.022
"fiber",28,2013-01-18 23:27:16,2,17,0.129
"landline",73,2010-08-14 22:27:16,2,95,0.011
"phone",28,2012-08-30 22:27:16,2,48,0.026
"phone",27,2015-09-08 22:27:16,3,11,0.012
"fiber",33,2015-11-15 23:27:16,1,77,0.001
"landline",16,2010-08-28 22:27:16,1,102,0.007
"phone",46,2013-03-06 23:27:16,5,87,0.024
"fiber",42,2011-07-09 22:27:16,9,83,0.135
"phone",37,2010-08-02 22:27:16,9,78,0.087
"4G",12,2013-10-26 22:27:16,1,89,0.009
"fiber",30,2012-01-28 23:27:16,0,50,0.02
"fiber",23,2013-09-15 22:27:16,1,31,0.037
"landline",11,2013-07-22 22:27:16,7,35,0.035
"phone",17,2015-09-20 22:27:16,6,44,0.005
"phone",54,2014-11-14 23:27:16,7,24,0.046
"fiber",23,2012-04-11 22:27:16,2,22,0.126
"landline",50,2011-10-05 22:27:16,0,104,0.003
"phone",50,2014-05-25 22:27:16,1,110,0.004
"landline",15,2013-04-16 22:27:16,0,28,0.006
"4G",38,2011-02-14 23:27:16,0,83,0.011
"phone",10,2010-10-28 22:27:16,0,43,0.015
"phone",10,2010-08-05 22:27:16,0,73,0.009
"fiber",33,2013-11-24 23:27:16,1,88,0.012
"4G",47,2010-11-28 23:27:16,9,53,0.18
"fiber",20,2013-11-24 23:27:16,2,58,0.027
"fiber",38,2015-05-05 22:27:16,0,88,0.002
"4G",35,2013-12-27 23:27:16,3,59,0.025
"fiber",64,2012-12-08 23:27:16,3,92,0.033
"landline",65,2011-02-11 23:27:16,0,16,0.019
"fiber",26,2014-03-04 23:27:16,0,88,0.005
"phone",59,2015-06-02 22:27:16,0,109,0.001
"phone",22,2014-10-06 22:27:16,1,37,0.008
"4G",47,2012-04-28 22:27:16,4,78,0.044
"fiber",28,2015-11-03 23:27:16,9,57,0.005
"phone",62,2012-05-03 22:27:16,1,85,0.011
"fiber",78,2011-12-07 23:27:16,3,46,0.088
"fiber",36,2011-12-09 23:27:16,0,21,0.048
"4G",60,2014-12-27 23:27:16,10,37,0.054
"phone",17,2013-09-23 22:27:16,2,94,0.009
"fiber",30,2011-03-22 23:27:16,0,73,0.016
"landline",53,2014-06-12 22:27:16,4,88,0.005
"phone",1,2014-05-11 22:27:16,1,22,0.018
"phone",3,2012-04-22 22:27:16,1,80,0.012
"landline",63,2013-03-26 23:27:16,0,99,0.002
"phone",46,2014-06-27 22:27:16,0,19,0.01
"4G",54,2011-08-13 22:27:16,0,12,0.068
"phone",61,2013-08-25 22:27:16,0,18,0.016
"4G",24,2014-07-16 22:27:16,5,94,0.017
"4G",2,2011-10-09 22:27:16,1,41,0.039
"4G",43,2014-09-25 22:27:16,0,88,0.003
"phone",10,2013-06-13 22:27:16,0,56,0.006
"4G",24,2011-12-30 23:27:16,2,31,0.072
